Plugin ID,CVE,CVSS v3.0 Base Score,Risk,Host,Port,Protocol,Name,Synopsis,Description,Solution,See Also,Plugin Output,Scan Date,Scan Completion Date,Severity,Asset UUID,Authentication
663375,CVE-2024-29900,7.5,HIGH,upload.example.com,8080,tcp,@electron/packager's build process memory potentially leaked into final executable,Electron Packager bundles Electron-based application source code with a renamed Electron executable and supporting files into folders ready for distribution. A random segment of ~1-10kb of Node.js ...,Electron Packager bundles Electron-based application source code with a renamed Electron executable and supporting files into folders ready for distribution. A random segment of ~1-10kb of Node.js ...,Update to latest version,https://github.com/electron/packager/security/advisories/GHSA-34h3-8mw4-qw57,The web service on upload.example.com:8080 has the following issue: @electron/packager's build process memory potentially leaked into final executable,2025-11-21 07:53:31,2025-11-21 07:53:31,HIGH,,Unauthenticated
893889,CVE-2025-11576,4.3,MEDIUM,database.example.com,8443,tcp,"AI Chatbot Free Models – Customer Support, Live Chat, Virtual Assistant <= 1.6.5 - Unauthenticated CSV Injection","The AI Chatbot Free Models – Customer Support, Live Chat, Virtual Assistant plugin for WordPress is vulnerable to CSV Injection in all versions up to, and including, 1.6.5. This is due to insuffici...","The AI Chatbot Free Models – Customer Support, Live Chat, Virtual Assistant plugin for WordPress is vulnerable to CSV Injection in all versions up to, and including, 1.6.5. This is due to insuffici...",Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/5064873b-e70a-4fe6-8c5c-ced6025aaa5f?source=cve,"The web service on database.example.com:8443 has the following issue: AI Chatbot Free Models – Customer Support, Live Chat, Virtual Assistant <= 1.6.5 - Unauthenticated CSV Injection",2025-11-15 03:53:31,2025-11-15 03:53:31,MEDIUM,,Unauthenticated
168779,CVE-2025-43769,N/A,N/A,sandbox.example.com,8443,tcp,CVE-2025-43769,"Stored cross-site scripting (XSS) vulnerability in Liferay Portal 7.4.0 through 7.4.3.131, and Liferay DXP 2024.Q3.1 through 2024.Q3.8, 2024.Q2.0 through 2024.Q2.13, 2024.Q1.1 through 2024.Q1.12 an...","Stored cross-site scripting (XSS) vulnerability in Liferay Portal 7.4.0 through 7.4.3.131, and Liferay DXP 2024.Q3.1 through 2024.Q3.8, 2024.Q2.0 through 2024.Q2.13, 2024.Q1.1 through 2024.Q1.12 an...",Update to latest version,https://liferay.dev/portal/security/known-vulnerabilities/-/asset_publisher/jekt/content/CVE-2025-43769,The web service on sandbox.example.com:8443 has the following issue: CVE-2025-43769,2025-11-21 06:53:31,2025-11-21 06:53:31,N/A,,Unauthenticated
468468,CVE-2015-6584,N/A,N/A,client.example.com,80,tcp,CVE-2015-6584,Cross-site scripting (XSS) vulnerability in the DataTables plugin 1.10.8 and earlier for jQuery allows remote attackers to inject arbitrary web script or HTML via the scripts parameter to media/uni...,Cross-site scripting (XSS) vulnerability in the DataTables plugin 1.10.8 and earlier for jQuery allows remote attackers to inject arbitrary web script or HTML via the scripts parameter to media/uni...,Update to latest version,http://packetstormsecurity.com/files/133555/DataTables-1.10.8-Cross-Site-Scripting.html,The web service on client.example.com:80 has the following issue: CVE-2015-6584,2025-11-20 09:53:31,2025-11-20 09:53:31,N/A,,Unauthenticated
687170,CVE-2018-8161,N/A,N/A,example.com,8443,tcp,CVE-2018-8161,"A remote code execution vulnerability exists in Microsoft Office software when the software fails to properly handle objects in memory, aka ""Microsoft Office Remote Code Execution Vulnerability."" T...","A remote code execution vulnerability exists in Microsoft Office software when the software fails to properly handle objects in memory, aka ""Microsoft Office Remote Code Execution Vulnerability."" T...",Update to latest version,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8161,The web service on example.com:8443 has the following issue: CVE-2018-8161,2025-11-14 07:53:31,2025-11-14 07:53:31,N/A,,Unauthenticated
823731,CVE-2021-32720,5.3,MEDIUM,archive.database.example.com,3000,tcp,"List of order ids, number, items total and token value exposed for unauthorized uses via new API","Sylius is an Open Source eCommerce platform on top of Symfony. In versions of Sylius prior to 1.9.5 and 1.10.0-RC.1, part of the details (order ID, order number, items total, and token value) of al...","Sylius is an Open Source eCommerce platform on top of Symfony. In versions of Sylius prior to 1.9.5 and 1.10.0-RC.1, part of the details (order ID, order number, items total, and token value) of al...",Update to latest version,https://github.com/Sylius/Sylius/security/advisories/GHSA-rpxh-vg2x-526v,"The web service on archive.database.example.com:3000 has the following issue: List of order ids, number, items total and token value exposed for unauthorized uses via new API",2025-11-19 19:53:31,2025-11-19 19:53:31,MEDIUM,,Unauthenticated
533047,CVE-2025-5005,7.3,HIGH,teams.example.com,9000,tcp,Shanghai Lingdang Information Technology Lingdang CRM index_event.php server-side request forgery,A vulnerability was detected in Shanghai Lingdang Information Technology Lingdang CRM up to 8.6.5.4. This affects an unknown function of the file crm/WeiXinApp/dingtalk/index_event.php. The manipul...,A vulnerability was detected in Shanghai Lingdang Information Technology Lingdang CRM up to 8.6.5.4. This affects an unknown function of the file crm/WeiXinApp/dingtalk/index_event.php. The manipul...,Update to latest version,https://vuldb.com/?id.323233,The web service on teams.example.com:9000 has the following issue: Shanghai Lingdang Information Technology Lingdang CRM index_event.php server-side request forgery,2025-11-16 01:53:31,2025-11-16 01:53:31,HIGH,,Unauthenticated
806578,CVE-2017-20037,6.3,MEDIUM,example.com,8080,tcp,SICUNET Access Controller privileges management,A vulnerability has been found in SICUNET Access Controller 0.32-05z and classified as critical. Affected by this vulnerability is an unknown functionality. The manipulation of the argument c leads...,A vulnerability has been found in SICUNET Access Controller 0.32-05z and classified as critical. Affected by this vulnerability is an unknown functionality. The manipulation of the argument c leads...,Update to latest version,http://seclists.org/fulldisclosure/2017/Mar/25,The web service on example.com:8080 has the following issue: SICUNET Access Controller privileges management,2025-11-14 10:53:31,2025-11-14 10:53:31,MEDIUM,,Unauthenticated
907295,CVE-2004-1423,N/A,N/A,archive.example.com,8000,tcp,CVE-2004-1423,"Multiple PHP remote file inclusion vulnerabilities in Sean Proctor PHP-Calendar before 0.10.1, as used in Commonwealth of Massachusetts Virtual Law Office (VLO) and other products, allow remote att...","Multiple PHP remote file inclusion vulnerabilities in Sean Proctor PHP-Calendar before 0.10.1, as used in Commonwealth of Massachusetts Virtual Law Office (VLO) and other products, allow remote att...",Update to latest version,http://securitytracker.com/id?1017107,The web service on archive.example.com:8000 has the following issue: CVE-2004-1423,2025-11-14 02:53:31,2025-11-14 02:53:31,N/A,,Unauthenticated
523066,CVE-2008-3938,N/A,N/A,legacy.example.com,80,tcp,CVE-2008-3938,Cross-site request forgery (CSRF) vulnerability in user_admin.php in Open Media Collectors Database (OpenDb) 1.0.6 allows remote attackers to change arbitrary passwords via an update_password action.,Cross-site request forgery (CSRF) vulnerability in user_admin.php in Open Media Collectors Database (OpenDb) 1.0.6 allows remote attackers to change arbitrary passwords via an update_password action.,Update to latest version,http://packetstorm.linuxsecurity.com/0808-exploits/omcd-xssxsrf.txt,The web service on legacy.example.com:80 has the following issue: CVE-2008-3938,2025-11-20 13:53:31,2025-11-20 13:53:31,N/A,,Unauthenticated
308219,CVE-2025-49303,6.8,MEDIUM,vpn.example.com,5000,tcp,WordPress Frontend Admin by DynamiApps <= 3.28.7 - Arbitrary File Download Vulnerability,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in Shabti Kaplan Frontend Admin by DynamiApps allows Path Traversal. This issue affects Frontend Admin b...,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in Shabti Kaplan Frontend Admin by DynamiApps allows Path Traversal. This issue affects Frontend Admin b...,Update to latest version,https://patchstack.com/database/wordpress/plugin/acf-frontend-form-element/vulnerability/wordpress-frontend-admin-by-dynamiapps-3-28-7-arbitrary-file-download-vulnerability?_s_id=cve,The web service on vpn.example.com:5000 has the following issue: WordPress Frontend Admin by DynamiApps <= 3.28.7 - Arbitrary File Download Vulnerability,2025-11-13 21:53:31,2025-11-13 21:53:31,MEDIUM,,Unauthenticated
269938,CVE-2023-53196,N/A,N/A,example.com,8443,tcp,usb: dwc3: qcom: Fix potential memory leak,"In the Linux kernel, the following vulnerability has been resolved:

usb: dwc3: qcom: Fix potential memory leak

Function dwc3_qcom_probe() allocates memory for resource structure
which is pointed ...","In the Linux kernel, the following vulnerability has been resolved:

usb: dwc3: qcom: Fix potential memory leak

Function dwc3_qcom_probe() allocates memory for resource structure
which is pointed ...",Update to latest version,https://git.kernel.org/stable/c/648a163cff21ea355c8765e882ba8bf66a870a3e,The web service on example.com:8443 has the following issue: usb: dwc3: qcom: Fix potential memory leak,2025-11-19 10:53:31,2025-11-19 10:53:31,N/A,,Unauthenticated
425380,CVE-2025-5117,8.8,HIGH,staging.example.com,8080,tcp,Property 1.0.5 - 1.0.6 - Missing Authorization to Authenticated (Author+) Privilege Escalation via property_package_user_role Metadata in PayPal Registration,The Property plugin for WordPress is vulnerable to Privilege Escalation due to a missing capability check on the use of the property_package_user_role metadata in versions 1.0.5 to 1.0.6. This make...,The Property plugin for WordPress is vulnerable to Privilege Escalation due to a missing capability check on the use of the property_package_user_role metadata in versions 1.0.5 to 1.0.6. This make...,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/df48f7f9-7bc9-4f9b-b9b5-6bfb86309030?source=cve,The web service on staging.example.com:8080 has the following issue: Property 1.0.5 - 1.0.6 - Missing Authorization to Authenticated (Author+) Privilege Escalation via property_package_user_role Metadata in PayPal Registration,2025-11-15 21:53:31,2025-11-15 21:53:31,HIGH,,Unauthenticated
373685,CVE-2010-2437,N/A,N/A,mail.example.com,5000,tcp,CVE-2010-2437,Cross-site scripting (XSS) vulnerability in class/tools.class.php in AneCMS Blog 1.3 and possibly earlier allows remote attackers to inject arbitrary web script or HTML via the comment variable to ...,Cross-site scripting (XSS) vulnerability in class/tools.class.php in AneCMS Blog 1.3 and possibly earlier allows remote attackers to inject arbitrary web script or HTML via the comment variable to ...,Update to latest version,http://www.securityfocus.com/archive/1/511816/100/0/threaded,The web service on mail.example.com:5000 has the following issue: CVE-2010-2437,2025-11-19 01:53:31,2025-11-19 01:53:31,N/A,,Unauthenticated
155000,CVE-2011-3981,N/A,N/A,store.example.com,8443,tcp,CVE-2011-3981,PHP remote file inclusion vulnerability in actions.php in the Allwebmenus plugin 1.1.3 for WordPress allows remote attackers to execute arbitrary PHP code via a URL in the abspath parameter.,PHP remote file inclusion vulnerability in actions.php in the Allwebmenus plugin 1.1.3 for WordPress allows remote attackers to execute arbitrary PHP code via a URL in the abspath parameter.,Update to latest version,http://plugins.trac.wordpress.org/changeset/438959/allwebmenus-wordpress-menu-plugin/trunk/actions.php?old=408304&old_path=allwebmenus-wordpress-menu-plugin%2Ftrunk%2Factions.php,The web service on store.example.com:8443 has the following issue: CVE-2011-3981,2025-11-18 20:53:31,2025-11-18 20:53:31,N/A,,Unauthenticated
726329,CVE-2008-2771,N/A,N/A,example.com,3000,tcp,CVE-2008-2771,"The Node Hierarchy module 5.x before 5.x-1.1 and 6.x before 6.x-1.0 for Drupal does not properly implement access checks, which allows remote attackers with ""access content"" permissions to bypass r...","The Node Hierarchy module 5.x before 5.x-1.1 and 6.x before 6.x-1.0 for Drupal does not properly implement access checks, which allows remote attackers with ""access content"" permissions to bypass r...",Update to latest version,http://secunia.com/advisories/30622,The web service on example.com:3000 has the following issue: CVE-2008-2771,2025-11-17 10:53:31,2025-11-17 10:53:31,N/A,,Unauthenticated
689102,CVE-2004-2682,N/A,N/A,example.com,80,tcp,CVE-2004-2682,"PeerSec MatrixSSL before 1.1 does not implement RSA blinding, which allows context-dependent attackers to obtain the server's private key by determining factors using timing differences on (1) the ...","PeerSec MatrixSSL before 1.1 does not implement RSA blinding, which allows context-dependent attackers to obtain the server's private key by determining factors using timing differences on (1) the ...",Update to latest version,http://www.matrixssl.org/archives/000075.html,The web service on example.com:80 has the following issue: CVE-2004-2682,2025-11-17 12:53:31,2025-11-17 12:53:31,N/A,,Unauthenticated
26691,CVE-2011-3650,N/A,N/A,download.example.com,8000,tcp,CVE-2011-3650,"Mozilla Firefox before 3.6.24 and 4.x through 7.0 and Thunderbird before 3.1.6 and 5.0 through 7.0 do not properly handle JavaScript files that contain many functions, which allows user-assisted re...","Mozilla Firefox before 3.6.24 and 4.x through 7.0 and Thunderbird before 3.1.6 and 5.0 through 7.0 do not properly handle JavaScript files that contain many functions, which allows user-assisted re...",Update to latest version,http://www.mozilla.org/security/announce/2011/mfsa2011-49.html,The web service on download.example.com:8000 has the following issue: CVE-2011-3650,2025-11-20 15:53:31,2025-11-20 15:53:31,N/A,,Unauthenticated
231233,CVE-2019-5476,N/A,N/A,admin.cd.example.com,3000,tcp,CVE-2019-5476,An SQL Injection in the Nextcloud Lookup-Server < v0.3.0 (running on https://lookup.nextcloud.com) caused unauthenticated users to be able to execute arbitrary SQL commands.,An SQL Injection in the Nextcloud Lookup-Server < v0.3.0 (running on https://lookup.nextcloud.com) caused unauthenticated users to be able to execute arbitrary SQL commands.,Update to latest version,https://hackerone.com/reports/508487,The web service on admin.cd.example.com:3000 has the following issue: CVE-2019-5476,2025-11-17 15:53:31,2025-11-17 15:53:31,N/A,,Unauthenticated
361794,CVE-2008-6979,N/A,N/A,store.example.com,8443,tcp,CVE-2008-6979,"Cross-site scripting (XSS) vulnerability in as_archives.php in phpAdultSite CMS, possibly 2.3.2, allows remote attackers to inject arbitrary web script or HTML via the results_per_page parameter to...","Cross-site scripting (XSS) vulnerability in as_archives.php in phpAdultSite CMS, possibly 2.3.2, allows remote attackers to inject arbitrary web script or HTML via the results_per_page parameter to...",Update to latest version,http://www.securityfocus.com/bid/31057,The web service on store.example.com:8443 has the following issue: CVE-2008-6979,2025-11-14 03:53:31,2025-11-14 03:53:31,N/A,,Unauthenticated
523345,CVE-2022-37397,8.3,HIGH,prod.example.com,8008,tcp,The software is vulnerable when using LDAP-based authentication in YCQL with Microsoft’s Active Directory,"An issue was discovered in the YugabyteDB 2.6.1 when using LDAP-based authentication in YCQL with Microsoft’s Active Directory. When anonymous or unauthenticated LDAP binding is enabled, it allows ...","An issue was discovered in the YugabyteDB 2.6.1 when using LDAP-based authentication in YCQL with Microsoft’s Active Directory. When anonymous or unauthenticated LDAP binding is enabled, it allows ...",Disable LDAP for YCQL.,https://www.yugabyte.com/,The web service on prod.example.com:8008 has the following issue: The software is vulnerable when using LDAP-based authentication in YCQL with Microsoft’s Active Directory,2025-11-16 13:53:31,2025-11-16 13:53:31,HIGH,,Unauthenticated
181269,CVE-2024-9777,6.1,MEDIUM,vpn.example.com,8000,tcp,Ashe <= 2.243 - Reflected Cross-Site Scripting via add_query_arg Parameter,"The Ashe theme for WordPress is vulnerable to Reflected Cross-Site Scripting due to the use of add_query_arg without appropriate escaping on the URL in all versions up to, and including, 2.243. Thi...","The Ashe theme for WordPress is vulnerable to Reflected Cross-Site Scripting due to the use of add_query_arg without appropriate escaping on the URL in all versions up to, and including, 2.243. Thi...",Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/ce6c2f36-9eed-482f-9201-8d26e8c5c369?source=cve,The web service on vpn.example.com:8000 has the following issue: Ashe <= 2.243 - Reflected Cross-Site Scripting via add_query_arg Parameter,2025-11-15 01:53:31,2025-11-15 01:53:31,MEDIUM,,Unauthenticated
361038,CVE-2025-25113,7.1,HIGH,example.com,8080,tcp,WordPress Implied Cookie Consent plugin <= 1.3 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in NotFound Implied Cookie Consent allows Reflected XSS. This issue affects Implied Cookie Consent...,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in NotFound Implied Cookie Consent allows Reflected XSS. This issue affects Implied Cookie Consent...,Update to latest version,https://patchstack.com/database/wordpress/plugin/implied-cookie-consent/vulnerability/wordpress-external-video-for-everybody-plugin-2-1-1-cross-site-scripting-xss-vulnerability-2?_s_id=cve,The web service on example.com:8080 has the following issue: WordPress Implied Cookie Consent plugin <= 1.3 - Reflected Cross Site Scripting (XSS) vulnerability,2025-11-20 09:53:31,2025-11-20 09:53:31,HIGH,,Unauthenticated
196492,CVE-2024-51103,N/A,N/A,download.example.com,8443,tcp,CVE-2024-51103,PHPGURUKUL Student Management System using PHP and MySQL v1 was discovered to contain multiple SQL injection vulnerabilities at /studentrecordms/password-recovery.php via the emailid and id paramet...,PHPGURUKUL Student Management System using PHP and MySQL v1 was discovered to contain multiple SQL injection vulnerabilities at /studentrecordms/password-recovery.php via the emailid and id paramet...,Update to latest version,https://github.com/0xBhushan/Writeups/blob/main/CVE/phpGurukul/Student%20Management%20System/SQL%20Injection-Password-Recovery.pdf,The web service on download.example.com:8443 has the following issue: CVE-2024-51103,2025-11-18 08:53:31,2025-11-18 08:53:31,N/A,,Unauthenticated
838836,CVE-2023-33561,N/A,N/A,test.example.com,8008,tcp,CVE-2023-33561,Improper input validation of password parameter in PHP Jabbers Time Slots Booking Calendar v 3.3 results in insecure passwords.,Improper input validation of password parameter in PHP Jabbers Time Slots Booking Calendar v 3.3 results in insecure passwords.,Update to latest version,https://www.phpjabbers.com/time-slots-booking-calendar/,The web service on test.example.com:8008 has the following issue: CVE-2023-33561,2025-11-15 07:53:31,2025-11-15 07:53:31,N/A,,Unauthenticated
9923,CVE-2023-2089,6.3,MEDIUM,beta.example.com,8008,tcp,SourceCodester Complaint Management System GET Parameter userprofile.php sql injection,A vulnerability was found in SourceCodester Complaint Management System 1.0. It has been rated as critical. This issue affects some unknown processing of the file /admin/userprofile.php of the comp...,A vulnerability was found in SourceCodester Complaint Management System 1.0. It has been rated as critical. This issue affects some unknown processing of the file /admin/userprofile.php of the comp...,Update to latest version,https://vuldb.com/?id.226097,The web service on beta.example.com:8008 has the following issue: SourceCodester Complaint Management System GET Parameter userprofile.php sql injection,2025-11-18 10:53:31,2025-11-18 10:53:31,MEDIUM,,Unauthenticated
200208,CVE-2008-5313,N/A,N/A,web.example.com,80,tcp,CVE-2008-5313,"mailscanner 4.68.8 and other versions before 4.74.16-1 might allow local users to overwrite arbitrary files via a symlink attack on certain temporary files used by the (1) f-prot-autoupdate, (2) cl...","mailscanner 4.68.8 and other versions before 4.74.16-1 might allow local users to overwrite arbitrary files via a symlink attack on certain temporary files used by the (1) f-prot-autoupdate, (2) cl...",Update to latest version,http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=506353#44,The web service on web.example.com:80 has the following issue: CVE-2008-5313,2025-11-20 00:53:31,2025-11-20 00:53:31,N/A,,Unauthenticated
968346,CVE-2019-19898,N/A,N/A,git.example.com,8008,tcp,CVE-2019-19898,"In IXP EasyInstall 6.2.13723, there are cleartext credentials in network communication on TCP port 20050 when using the Administrator console remotely.","In IXP EasyInstall 6.2.13723, there are cleartext credentials in network communication on TCP port 20050 when using the Administrator console remotely.",Update to latest version,https://improsec.com/tech-blog/multiple-vulnerabilities-in-easyinstall-rmm-and-deployment-software,The web service on git.example.com:8008 has the following issue: CVE-2019-19898,2025-11-19 05:53:31,2025-11-19 05:53:31,N/A,,Unauthenticated
699284,CVE-2023-36382,5.9,MEDIUM,images.example.com,8000,tcp,WordPress Media Library Categories Plugin <= 2.0.0 is vulnerable to Cross Site Scripting (XSS),Auth. (admin+) Stored Cross-Site Scripting (XSS) vulnerability in Jeffrey-WP Media Library Categories plugin <= 2.0.0 versions.,Auth. (admin+) Stored Cross-Site Scripting (XSS) vulnerability in Jeffrey-WP Media Library Categories plugin <= 2.0.0 versions.,Update to latest version,https://patchstack.com/database/vulnerability/wp-media-library-categories/wordpress-media-library-categories-plugin-2-0-0-cross-site-scripting-xss-vulnerability?_s_id=cve,The web service on images.example.com:8000 has the following issue: WordPress Media Library Categories Plugin <= 2.0.0 is vulnerable to Cross Site Scripting (XSS),2025-11-14 23:53:31,2025-11-14 23:53:31,MEDIUM,,Unauthenticated
610887,CVE-2025-10922,N/A,N/A,api.example.com,80,tcp,GIMP DCM File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability,GIMP DCM File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of GIMP. User in...,GIMP DCM File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of GIMP. User in...,Update to latest version,https://www.zerodayinitiative.com/advisories/ZDI-25-911/,The web service on api.example.com:80 has the following issue: GIMP DCM File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability,2025-11-18 17:53:31,2025-11-18 17:53:31,N/A,,Unauthenticated
16313,CVE-2016-10951,N/A,N/A,media.example.com,80,tcp,CVE-2016-10951,The fs-shopping-cart plugin 2.07.02 for WordPress has SQL injection via the pid parameter.,The fs-shopping-cart plugin 2.07.02 for WordPress has SQL injection via the pid parameter.,Update to latest version,https://wpvulndb.com/vulnerabilities/8672,The web service on media.example.com:80 has the following issue: CVE-2016-10951,2025-11-16 05:53:31,2025-11-16 05:53:31,N/A,,Unauthenticated
